SpID	SpForm	SpLemma	SpGramCat	SpPersNum	SpNeg	RusID	RusForm	RusLemma	RusGramCat	RusPersNum	RusNeg	Notes	
S77:49	partió	partir	IndicPret	3sg		R61:24	направился	направиться	PerfPast	SgM			
S77:50	evaporándose	evaporarse	PresPart	NA		R61:25	испарающийся	испараться	ImpPresAP	NA			
S77:51	envuelta	envolver	PastPart	NA		R61:26	пронизанной	пронизать	PerfPPP	NA			
S78:1	chispeando	chispear	PresPart	NA		R61:27	искря	искрить	ImpGer	NA			
S78:2	cabalgaba	cabalgar	IndicIpfct	3sg		R61:28	надвигался	надвигаться	ImpPast	SgM			
S78:3	hubiera echado	echar	PrfctSubjPast	1sg		R61:29	хотел	хотеть	ImpPast	SgM		было	
S78:4	correr	correr	Inf	Inf		R61:30	бежать	бежать	ImpInf	Inf			
S78:5	guaracerme	guaracerse	Inf	Inf		R61:31	NA	NA	NA	NA			
S78:6	se avecinaba	avecinarse	IndicIpfct	3sg		R61:32	надвигающегося	надвигаться	ImpPresAP	NA			
S78:7	empezaban	empezar	IndicIpfct	3pl		R61:33	возымели	возыметь	PerfPast	Pl			
S78:8	hacer	hacer	Inf	Inf		R61:34	NA	NA	NA	NA			
S78:9	NA	NA	NA	NA		R61:35	лихорадило	лихорадить	ImpPast	SgN			
S78:10	temblaban	temblar	IndicIpfct	3pl		R61:36	смешалось	смешаться	PerfPast	SgN			
S78:11	alcé	alzar	IndicPret	1sg		R61:37	поднял	поднять	PerfPast	SgM			
S78:12	vi	ver	IndicPret	1sg		R61:38	увидел	увидеть	PerfPast	SgM			
S78:13	derramarse	derramarse	Inf	Inf		R61:39	проливается	проливаться	ImpPres	3sg			
S78:14	cegando	cegar	PresPart	NA		R61:40	погасив	погаснуть	PerfGer	NA			
S78:15	tendiendo	tender	PresPart	NA		R61:41	бросая	бросать	ImpGer	NA			
S78:16	intenté	intentar	IndicPret	1sg		R61:42	пытался	пытаться	ImpPast	SgM			
S78:17	apretar	apretar	Inf	Inf		R61:43	ускорить	ускорить	PerfInf	Inf			
S78:18	carcomía	carcomer	IndicIpfct	3sg		R61:44	подточила	подточить	PerfPast	SgF			
S78:19	caminaba	caminar	IndicIpfct	1sg		R61:45	шел	идти	ImpPast	SgM			
S78:20	perseguido	perseguir	PastPart	NA		R61:46	преследуемый	преследовать	ImpPresPP	NA			
S78:21	NA	NA	NA	NA		R61:47	переставляя	переставлять	ImpGer	NA			
S78:22	NA	NA	NA	NA		R61:48	налившиеся	налиться	PerfPastAP	NA			
S78:23	me cobijé	cobijarse	IndicPret	1sg		R61:49	укрылся	укрыться	PerfPast	SgM			
S78:24	intentando	intentar	PresPart	NA		R61:50	пытаясь	пытаться	ImpGer	NA			
S78:25	ordenar	ordenar	Inf	Inf		R61:51	привести	привести	PerfInf	Inf			
S78:26	decidir	decidir	Inf	Inf		R61:52	решить	решить	PerfInf	Inf			
S78:27	proceder	proceder	Inf	Inf		R61:53	делать	делать	ImpInf	Inf			
S78:28	descargó	descargar	IndicPret	3sg		R61:54	грянул	грянуть	PerfPast	SgM			
S78:29	rugiendo	rugir	PresPart	NA		R61:55	рыча	рычать	ImpGer	NA			
S78:30	enfilando	enfilar	PresPart	NA		R61:56	устремившийся	устремиться	PerfPastAP	NA			
S78:31	sentí	sentir	IndicPret	1sg		R61:57	NA	NA	NA	NA			
S78:32	temblar	temblar	Inf	Inf		R61:58	всколыхнулась	всколыхнуться	PerfPast	SgF			
S78:33	dibujaba	dibujar	IndicIpfct	3sg		R61:59	рисующее	рисовать	ImpPresAP	NA			
S78:34	NA	NA	NA	NA		R62:1	стало	стать	PerfPast	SgN			
S78:35	se desvaneció	desvanecerse	IndicPret	3sg		R62:2	меркнуть	меркнуть	ImpInf	Inf		se desvaneció = стало меркнуть	
S78:36	encharcadas	encharcar	PastPart	NA		R62:3	превратившимися	превратиться	PerfPastAP	NA			
S78:37	parpadeaban	parpadear	IndicIpfct	3pl		R62:4	перемигивались	перемигиваться	ImpPast	Pl			
S78:38	extinguiéndose	extinguirse	PresPart	NA		R62:5	гасли	гаснуть	ImpPast	Pl			
S78:39	se veía	verse	IndicIpfct	3sg	no	R62:6	было	быть	ImpPast	SgN	не		
S78:40	se esparció	esparcirse	IndicPret	3sg		R62:7	изливалась	изливаться	ImpPast	SgF			
S78:41	ascendía	ascender	IndicIpfct	3sg		R62:8	NA	NA	NA	NA			
S78:42	vertían	verter	IndicIpfct	3pl		R62:9	стекая	стекать	ImpGer	NA			
S78:43	se hizo	hacerse	IndicPret	3sg		R62:10	стала	стать	PerfPast	SgF			
S78:44	pierde	perder	IndicPres	3sg		R62:11	потеряет	потерять	PerfFut	3sg			
S78:45	eché	echar	IndicPret	1sg		R62:12	бросился	броситься	PerfPast	SgM			
S78:46	correr	correr	Inf	Inf		R62:13	бежать	бежать	ImpInf	Inf			
S78:47	había dicho	dicer	PrfctPast	3sg		R62:14	сказала	сказать	PerfPast	SgF			
S78:48	estaba	estar	IndicIpfct	3sg		R62:15	NA	NA	NA	NA		estaba fuera = уехал	
S78:49	NA	NA	NA	NA		R62:16	уехал	уехать	PerfPast	SgM			
S78:50	era	ser	IndicIpfct	3sg		R62:17	zero copula	NA	zero copula	NA			
S78:51	NA	NA	NA	NA		R62:18	значит	значить	ImpPres	3sg			
S78:52	tenía	tener	IndicIpfct	3sg		R62:19	обычно	NA	Adverb	NA			
S78:53	ir	ir	Inf	Inf		R62:20	NA	NA	NA	NA			
S78:54	pasar	pasar	Inf	Inf		R62:21	проведет	провести	PerfFut	3sg			
S78:55	dejaba	dejar	IndicIpfct	3sg		R62:22	оставлена	оставить	PerfPPP	NA			
S78:56	amenazas	NA	Noun	NA		R62:23	угрожал	угрожать	ImpPast	SgM			
S78:57	sabe	saber	IndicPres	3sg		R62:24	zero copula	NA	zero copula	NA			
S78:58	NA	NA	NA	NA		R62:25	zero copula	NA	zero copula	NA			
S78:59	me apresuraba	apresurarse	IndicIpfct	1sg		R62:26	поспешая	поспешать	ImpGer	NA			
S79:1	podía	poder	IndicIpfct	1sg	no	R62:27	мог	мочь	ImpPast	SgM	не		
S79:2	quitarme	quitarse	Inf	Inf		R62:28	отделаться	отделаться	PerfInf	Inf			
S79:3	había puesto	poner	PrfctPast	1sg		R62:29	подставил	подставить	PerfPast	SgM			
S79:4	regalarle	regalar	Inf	Inf		R62:30	подарив	подарить	PerfGer	NA			
S79:5	llegué	llegar	IndicPret	1sg		R62:31	добрался	добраться	PerfPast	SgM			
S79:6	empapado	empapar	PastPart	NA		R62:32	промокнув	промокнуть	PerfGer	NA			
S79:7	corrí	correr	IndicPret	1sg		R62:33	поспешил	поспешить	PerfPast	SgM			
S79:8	cobijarme	cobijarse	Inf	Inf		R62:34	укрыться	укрыться	PerfInf	Inf			
S79:9	pareció	parecer	IndicPret	3sg		R62:35	показалось	показаться	PerfPast	SgN			
S79:10	ver	ver	Inf	Inf		R62:36	NA	NA	NA	NA			
S79:11	reptando	reptar	PresPart	NA		R62:37	маячит	маячить	ImpPres	3sg			
S79:12	estaba	estar	IndicIpfct	3sg		R62:38	была	быть	ImpPast	SgF			
S79:13	cerrado	cerrar	PastPart	NA		R62:39	заперта	запереть	PerfPPP	NA			
S79:14	busqué	buscar	IndicPret	1sg		R62:40	отыскал	отыскать	PerfPast	SgM			
S79:15	había dado	dar	PrfctPast	3sg		R62:41	передал	передать	PerfPast	SgM			
S79:16	llevaba	llevar	IndicIpfct	1sg		R62:42	были	быть	ImpPast	Pl			
S79:17	se me acercó	acercarse	IndicPret	3sg		R62:43	подошел	подойти	PerfPast	SgM			
S79:18	murmurando	murmurar	PresPart	NA		R62:44	бормоча	бормотать	ImpGer	NA			
S79:19	podía	poder	IndicIpfct	1sg		R62:45	NA	NA	NA	NA			
S79:20	dejarle	dejar	Inf	Inf		R62:46	позволения	NA	Noun	NA			
S79:21	pasar	pasar	Inf	Inf		R62:47	переночевать	переночевать	PerfInf	Inf			
S79:22	cerré	cerrar	IndicPret	1sg		R62:48	захлопнул	захлопнуть	PerfPast	SgM			
S79:23	pudiese	poder	SubjIpfct2	3sg		R62:49	успел	успеть	PerfPast	SgM			
S79:24	acabar	acabar	Inf	Inf		R62:50	договоритъ	договорить	PerfInf	Inf			
S79:25	era	ser	IndicIpfct	3sg		R62:51	было	быть	ImpPast	SgN			
S79:26	se filtraba	filtrarse	IndicIpfct	3sg		R62:52	проникали	проникать	ImpPast	Pl			
S79:27	salpicaba	salpicar	IndicIpfct	3sg		R62:53	разбивались	развбиваться	ImpPast	Pl			
S79:28	avancé	avanzar	IndicPret	1sg		R62:54	двинулся	двинуться	PerfPast	SgM			
S79:29	encontré	encontrar	IndicPret	1sg		R62:55	наткнулся	наткнуться	PerfPast	SgM			
S79:30	sujeté	sujetar	IndicPret	1sg		R62:56	вцепившись	всцепиться	PerfGer	NA			
S79:31	NA	NA	NA	NA		R62:57	стал	стать	PerfPast	SgM			
S79:32	ascendí	ascender	IndicPret	1sg		R62:58	подниматься	подниматься	ImpInf	Inf		ascendí = стал подниматься	
S79:33	se deshicieron	deshacerse	IndicPret	3pl		R63:1	сменились	смениться	PerfPast	Pl			
S79:34	comprendí	comprender	IndicPret	1sg		R63:2	понял	понять	PerfPast	SgM			
S79:35	había llegado	llegar	PrfctPast	1sg		R63:3	добрался	добраться	PerfPast	SgM			
S79:36	palpé	palpar	IndicPret	1sg		R63:4	провел	провести	PerfPast	SgM			
S79:37	encontré	encontrar	IndicPret	1sg		R63:5	наткнулся	наткнуться	PerfPast	SgM			
S79:38	busqué	buscar	IndicPret	1sg		R63:6	нашел	найти	PerfPast	SgM			
S79:39	introduje	introducir	IndicPret	1sg		R63:7	вставил	вставить	PerfPast	SgM			
S79:40	abrirse	abrirse	Inf	Inf		R63:8	распахнулась	распахнуться	PerfPast	SgF			
S79:41	cegó	cegar	IndicPret	3sg		R63:9	ослепила	ослепить	PerfPast	SgF			
S79:42	acarició	acariciar	IndicPret	3sg		R63:10	коснулся	коснуться	PerfPast	SgM			
S79:43	estaba	estar	IndicIpfct	3sg		R63:11	была	быть	ImpPast	SgF			
S79:44	me dirigí	dirigirse	IndicPret	1sg		R63:12	направился	направиться	PerfPast	SgM			
S79:45	tenía	tener	IndicIpfct	1sg		R63:13	был	быть	ImpPast	SgM			
S79:46	estaba	estar	IndicIpfct	3sg		R63:14	нет	NA	нет	NA			
S79:47	golpeé	golpear	IndicPret	1sg		R63:15	постучав	постучать	PerfGer	NA			
S79:48	obtener	obtener	Inf	Inf	no	R63:16	получив	получить	PerfGer	NA	не		
S79:49	me permití	permitirse	IndicPret	1sg		R63:17	позволил	позволить	PerfPast	SgM			
S79:50	abrir	abrir	Inf	Inf		R63:18	войти	войти	PerfInf	Inf			
S79:51	era	ser	IndicIpfct	3sg		R63:19	была	быть	ImpPast	SgF			
S79:52	había colocado	colocar	PrfctPast	3sg		R63:20	NA	NA	NA	NA			
S79:53	NA	NA	NA	NA		R63:21	было расставлено	расставить	PerfPPP	NA			
S79:54	NA	NA	NA	NA		R63:22	разложено	разложить	PerfPPP	NA			
S79:55	NA	NA	NA	NA		R63:23	было	быть	ImpPast	SgN		бы	
S79:56	abrir	abrir	Inf	Inf		R63:24	открыть	открыть	PerfInf	Inf			
S79:57	cerré	cerrar	IndicPret	1sg		R63:25	притворив	притворить	PerfGer	NA			
S79:58	NA	NA	NA	NA		R63:26	вышел	выйти	PerfPast	SgM			
S79:59	volverme	volverse	Inf	Inf		R63:27	обернулся	обернуться	PerfPast	SgM			
S80:1	se me para	pararse	IndicPres	3sg	casi	R63:28	остановилось	остановиться	PerfPast	SgN	чуть не		
S80:2	vislumbrar	vislumbrar	Inf	Inf		R63:29	при виде	NA	PP	NA			
S80:3	avanzado	avanzar	PastPart	NA		R63:30	уставившихся	уставиться	PerfPastAP	NA			
S80:4	conocían	conocer	IndicIpfct	3pl		R63:31	знали	знать	ImpPast	Pl			
S80:5	toleraban	tolerar	IndicIpfct	3pl		R63:32	терпели	терпеть	ImpPast	Pl			
S80:6	rodearon	rodear	IndicPret	3pl		R63:33	окружили	окружить	PerfPast	Pl			
S80:7	maullando	maullar	PresPart	NA		R63:34	мяуча	мяучить	ImpGer	NA			
S80:8	comprobar	comprobar	Inf	Inf		R63:35	убедившись	убедиться	PerfGer	NA			
S80:9	empapadas	empapar	PastPart	NA		R63:36	промокшая	промокнуть	PerfPastAP	NA			
S80:10	desprendían	desprender	IndicIpfct	3pl	no	R63:37	подарит	подарить	PerfFut	3sg	не		
S80:11	deseado	desear	PastPart	NA		R63:38	желанного	желать	ImpPPP	NA			
S80:12	abandonaron	abandonar	IndicPret	3pl		R63:39	удалились	удалиться	PerfPast	Pl			
S80:13	estaba	estar	IndicIpfct	3sg		R63:40	NA	NA	NA	NA			
S80:14	situada	situar	PastPart	NA		R63:41	располагалась	располагаться	ImpPast	SgF			
S80:15	seguían	seguir	IndicIpfct	3pl		R63:42	сопровождала	сопровождать	ImpPast	SgF			
S80:16	NA	NA	NA	NA		R63:43	перемежающемся	перемежаться	ImpPresAP	NA			
S80:17	se me antojaba	antojarse	IndicIpfct	3sg		R63:44	казалась	казаться	ImpPast	SgF			
S80:18	había aprendido	aprender	PrfctPast	1sg		R63:45	привык	привыкнуть	PerfPast	SgM			
S80:19	considerar	considerar	Inf	Inf		R63:46	считать	считать	ImpInf	Inf			
S80:20	alcancé	alcanzar	IndicPret	1sg		R63:47	вернулся	вернуться	PerfPast	SgM			
S80:21	daba	dar	IndicIpfct	3sg		R63:48	выходили	выходить	ImpPast	Pl			
S80:22	se abrió	abrirse	IndicPret	3sg		R63:49	была	быть	ImpPast	SgF			
S80:23	me adentré	adentrarse	IndicPret	1sg		R63:50	углубился	углубиться	PerfPast	SgM			
S80:24	asaltó	asaltar	IndicPret	3sg		R64:1	подумал	подумать	PerfPast	SgM			
S80:25	se había infiltrado	infiltrarse	PrfctPast	3sg		R64:2	проникнет	проникнуть	PerfFut	3sg			
S80:26	era	ser	IndicIpfct	3sg		R64:3	NA	NA	NA	NA			
S80:27	habría escogido	escoger	PrfctCond	3sg		R64:4	найти	найти	PerfInf	Inf			
S80:28	ocultarse	ocultarse	Inf	Inf		R64:5	укрытия	NA	Noun	NA			
S80:29	esperarme	esperar	Inf	Inf		R64:6	NA	NA	NA	NA			
S80:30	pareció	parecer	IndicPret	3sg		R64:7	стал	стать	PerfPast	SgM			
S80:31	percibir	percibir	Inf	Inf		R64:8	мерещиться	мерещиться	ImpInf	Inf			
S80:32	quemado	quemar	PastPart	NA		R64:9	горелой	NA	Adj	NA			
S80:33	desprendía	desprender	IndicIpfct	3pl		R64:10	NA	NA	NA	NA			
S80:34	comprendí	comprender	IndicPret	1sg		R64:11	NA	NA	NA	NA			
S80:35	había detectado	detectar	PrfctPast	3sg		R64:12	подсказывало	подсказывать	ImpPast	SgN			
S80:36	era	ser	IndicIpfct	3sg		R64:13	zero copula	NA	zero copula	NA			
S80:37	asaltó	asaltar	IndicPret	3sg		R64:14	охватила	охватить	PerfPast	SgF			
S80:38	fumaba	fumar	IndicIpfct	3sg	nadie	R64:15	курил	курить	ImpPast	SgM	не		
S80:39	extinta	NA	Adj	NA		R64:16	потухшая	потухнуть	PerfPastAP	NA			
S80:40	era	ser	IndicIpfct	3sg		R64:17	была	быть	ImpPast	SgF			
S80:41	llegué	llegar	IndicPret	1sg		R64:18	прошел	пройти	PerfPast	SgM			
S80:42	encendió	encender	IndicPret	3sg		R64:19	высветил	высветить	PerfPast	SgM			
S80:43	flotaban	flotar	IndicIpfct	3pl		R64:20	парили	парить	ImpPast	Pl			
S80:44	formaba	formar	IndicIpfct	3sg		R64:21	зияла	зиять	ImpPast	SgF			
S80:45	crucé	cruzar	IndicPret	1sg		R64:22	пересек	пересечь	PerfPast	SgM			
S80:46	llegué	llegar	IndicPret	1sg		R64:23	подошел	подойти	PerfPast	SgM			
S80:47	estaba	estar	IndicIpfct	3sg		R64:24	была	быть	ImpPast	SgF			
S80:48	cerrada	cerrar	PastPart	NA		R64:25	закрыта	закрыть	PerfPPP	NA			
S80:49	abrí	abrir	IndicPret	1sg		R64:26	открыл	открыть	PerfPast	SgM			
S80:50	rodeaba	rodear	IndicIpfct	3sg		R64:27	стоящих	стоять	ImpPresAP	NA			
S80:51	NA	NA	NA	NA		R64:28	заполненных	заполнить	PerfPPP	NA			
S80:52	ofreció	ofrecer	IndicPret	3sg		R64:29	приветствовал	приветствовать	ImpPast	SgM			
S80:53	formaban	formar	IndicIpfct	3pl		R64:30	были	быть	ImpPast	Pl			
S80:54	descansaba	descansar	IndicIpfct	3sg		R64:31	стояли	стоять	ImpPast	Pl			
S80:55	sabía	saber	IndicIpfct	1sg		R64:32	NA	NA	NA	NA			
S80:56	guardaba	guardar	IndicIpfct	3sg		R64:33	хранила	хранить	ImpPast	SgF			
S80:57	me dirigí	dirigirse	IndicPret	1sg		R64:34	направился	направиться	PerfPast	SgM			
S81:1	había sido	ser	PrfctPast	3sg		R64:35	состоял	состоять	ImpPast	SgM			
S81:2	hacerme	hacerse	Inf	Inf		R64:36	найти	найти	PerfInf	Inf			
S81:3	sacarlo	sacar	Inf	Inf		R64:37	забрать	забрать	PerfInf	Inf			
S81:4	entregárselo	entregarse	Inf	Inf		R64:38	отдать	отдать	PerfInf	Inf			
S81:5	perderlo	perder	Inf	Inf		R64:39	забыть	забыть	PerfInf	Inf			
S81:6	repararía	reparar	IndicCond	3sg	nadie	R64:40	заметит	заметить	PerfFut	3sg	не		
S81:7	esperaba	esperar	IndicIpfct	3sg		R64:41	ожидала	ожидать	ImpPast	SgF			
S81:8	asomando	asomar	PresPart	NA		R64:42	выдвинув	выдвинуть	PerfGer	NA			
S81:9	tomé	tomar	IndicPret	1sg		R64:43	взял	взять	PerfPast	SgM			
S81:10	apreté	apretar	IndicPret	1sg		R64:44	прижал	прижать	PerfPast	SgM			
S81:11	abrazase	abrazar	SubjIpfct2	1sg		R64:45	обнимал	обнимать	ImpPast	SgM			
S81:12	estuviese	estar	SubjIpfct2	1sg		R64:46	готовился	готовиться	ImpPast	SgM			
S81:13	traicionar	traicionar	Inf	Inf		R64:47	предать	предать	PerfInf	Inf			
S81:14	pensé	pensar	IndicPret	1sg		R64:48	подумал	подумать	PerfPast	SgM			
S81:15	me dispuse	disponerse	IndicPret	1sg		R64:49	надо	NA	Adverb	NA			
S81:16	salir	salir	Inf	Inf		R64:50	уйти	уйти	PerfInf	Inf			
S81:17	dejar	dejar	Inf	Inf	sin	R64:51	NA	NA	NA	NA			
S81:18	saber	saber	Inf	Inf		R64:52	заподозрила	заподозрить	PerfPast	SgF	не		
S81:19	presencia	NA	Noun	NA		R64:53	был	быть	ImpPast	SgM			
S81:20	NA	NA	NA	NA		R64:54	было	быть	ImpPast	SgN			
S81:21	me llevaría	llevarse	IndicCond	1sg		R64:55	унести	унести	PerfInf	Inf			
S81:22	desaparecería	desaparecer	IndicCond	1sg		R64:56	исчезнуть	исчезнуть	PerfInf	Inf			
S81:23	salí	salir	IndicPret	1sg		R64:57	покинул	покинуть	PerfPast	SgM			
S81:24	se adivinaba	adivinarse	IndicIpfct	3sg		R64:58	виднелась	виднеться	ImpPast	SgF			
S81:25	imaginé	imaginar	IndicPret	1sg		R64:60	представил	представить	PerfPast	SgM			
S81:26	tendida	tender	PastPart	NA		R64:61	лежащей	лежать	ImpPresAP	NA			
S81:27	dormida	dormir	PastPart	NA		R64:62	во власти сна	NA	PP	NA			
S81:28	imaginé	imaginar	IndicPret	1sg		R64:63	вообразил	вообразить	PerfPast	SgM			
S81:29	acariciando	acariciar	PresPart	NA		R64:64	ласкают	ласкать	ImpPres	3pl			
S81:30	explorando	explorar	PresPart	NA		R64:65	скользят	скользить	ImpPres	3pl			
S81:31	había memorizado	memorizar	PrfctPast	1sg		R64:66	имел	иметь	ImpPast	SgM	не		
S81:32	me volví	volverse	IndicPret	1sg		R64:67	повернулся	повернуться	PerfPast	SgM			
S81:33	dispuesto	disponer	PastPart	NA		R64:68	готовый	NA	Adj	NA			
S81:34	abandonar	abandonar	Inf	Inf		R64:69	распрощаться	распрощаться	PerfInf	Inf			
S81:35	detuvo	detener	IndicPret	3sg		R64:70	остановило	остановить	PerfPast	SgN			
S81:36	NA	NA	NA	NA		R64:71	успел	успеть	PerfPast	SgM			
S81:37	alcanzar	alcanzar	Inf	Inf		R64:72	дойти	дойти	PerfInf	Inf			
S81:38	silbando	silbar	PresPart	NA		R65:1	NA	NA	NA	NA			
S81:39	susurraba	susurrar	IndicIpfct	3sg			шепчущий	шептать	ImpPresAP	NA			
S81:40	reía	reír	IndicIpfct	3sg			смеющийся	смеяться	ImpPresAP	NA			
S81:41	avancé	avanzar	IndicPret	1sg			подкрался	подкрасться	PerfPast	SgM			
S81:42	posé	posar	IndicPret	1sg			взялся	взяться	PerfPast	SgM			
S81:43	temblaban	temblar	IndicIpfct	3pl			дрожали	дрожать	ImpPast	Pl			
S81:44	había llegado	llegar	PrfctPast	1sg			опоздал	опоздать	PerfPast	SgM			
S81:45	tragué	traer	IndicPret	1sg			сглотнул	сглотнуть	PerfPast	SgM			
S81:46	abrí	abrir	IndicPret	1sg			открыл	открыть	PerfPast	SgM			
S81:47	yacía	yacer	IndicIpfct	3sg			покоилось	покоиться	ImpPast	SgN			
S81:48	brillaban	brillar	IndicIpfct	3pl			блестевших	блестеть	ImpPastAP	NA			
S81:49	se deslizaban	deslizarse	IndicIpfct	3pl			скользили	скользить	ImpPast	Pl			
S81:50	se alzaban	alzarse	IndicIpfct	3pl			вознесся	вознестись	PerfPast	SgM			
S81:51	estremeciéndose	estremecerse	PresPart	NA			вздрагивая	вздрагивать	ImpGer	NA			
S81:52	penetraba	penetrar	IndicIpfct	3sg			проник	проникнуть	PerfPast	SgM			
S81:53	temblorosos	NA	Adj	NA			содрогающихся	содрогаться	ImpPresAP	NA			
S82:1	habían leído	leer	PrfctPast	3pl			изучали	изучать	ImpPast	Pl			
S82:2	aferraban	aferrar	IndicIpfct	3pl			впились	впиться	PerfPast	Pl			
S82:3	relucientes	NA	Adj	NA			блестящие	блестеть	ImpPresAP	NA			
S82:4	clavándole	clavar	PresPart	NA			NA	NA	NA	NA			
S82:5	guiándole	guiar	PresPart	NA			направляя	направлять	ImpGer	NA			
S82:6	sentí	sentir	IndicPret	1sg			почувствовал	почувствовать	PerfPast	SgM			
S82:7	faltaba	faltar	IndicIpfct	3sg			задыхаюсь	задыхаться	ImpPast	1sg			
S82:8	debí	deber	IndicPret	1sg			быть	быть	ImpInf	Inf			
S82:9	permanecer	permanecer	Inf	Inf			стоял	стоять	ImpPast	SgM			
S82:10	paralizado	paralizar	PastPart	NA			парализованный	парализовать	PerfPPP	NA		biaspectual	
S82:11	observándolos	observar	PresPart	NA			увиденным	увидеть	PerfPPP	NA			
S82:12	encendida	encender	PastPart	NA			вспыхнувший	вспыхнуть	PerfPastAP	NA			
S82:13	reparó	reparar	IndicPret	3sg			отметил	отметить	PerfPast	SgM			
S82:14	jadeando	jadear	PresPart	NA			задыхаясь	задыхаться	ImpGer	NA			
S82:15	atónito	NA	Adj	NA			произнести	произнести	PerfInf	Inf	ни		
S82:16	se detuvo	detenerse	IndicPret	3sg			остановился	остановиться	PerfPast	SgM			
S82:17	aferró	aferrar	IndicPret	3sg			отпускала	отпускать	ImpPast	SgF	не		
S82:18	comprender	comprender	Inf	Inf	sin		понимая	понимать	ImpGer	NA	не		
S82:19	restregando	restregar	PresPart	NA			прижалась	прижаться	PerfPast	SgF			
S82:20	lamiéndole	lamer	PresPart	NA			лизнула	лизнуть	PerfPast	SgF			
S82:21	pasa	pasar	IndicPres	3sg			zero copula	NA	zero copula	NA			
S82:22	gimió	gemir	IndicPret	3sg			простонала	простонать	PerfPast	SgF			
S82:23	te paras	pararse	IndicPres	2sg			остановился	остановиться	PerfPast	SgM			
S82:24	ardían	arder	IndicIpfct	3pl			пылали	пылать	ImpPast	Pl			
S82:25	murmuró	murmurar	IndicPret	3sg			пробормотал	пробормотать	PerfPast	SgM			
S82:26	vuelvo	volver	IndicPres	1sg			вернусь	вернуться	PerfFut	1sg			
S82:27	se incorporó	incorporarse	IndicPret	3sg			встал	встать	PerfPast	SgM			
S82:28	se lanzó	lanzarse	IndicPret	3sg			попер	попереть	PerfPast	SgM			
S82:29	apretando	apretar	PresPart	NA			сжимая	сжимать	ImpGer	NA			
S82:30	vi	ver	IndicPret	1sg	ni		замечал	замечать	ImpPast	SgM	не		
S82:31	venir	venir	Inf	Inf			NA	NA	NA	NA			
S82:32	podía	poder	IndicIpfct	1sg	no		мог	мочь	ImpPast	SgM	не		
S82:33	apartar	apartar	Inf	Inf			оторвать	оторвать	PerfInf	Inf			
S82:34	envuelta	envolver	PastPart	NA			заливавшейся	заливаться	ImpPastAP	NA			
S82:35	dibujándose	dibujarse	PresPart	NA			проступающих	проступать	ImpPresAP	NA			
S82:36	temblando	temblar	PresPart	NA			вздымающейся	вздыматься	ImpPresAP	NA			
S82:37	agarró	agarrar	IndicPret	3sg		R66:1	схватил	схватить	PerfPast	SgM			
S82:38	arrastró	arrastrar	IndicPret	3sg			поволок	поволочь	PerfPast	SgM			
S82:39	sentí	sentir	IndicPret	1sg			NA	NA	NA	NA			
S82:40	rozaban	rozar	IndicIpfct	3pl			касались	касаться	ImpPast	Pl			
S82:41	intenté	intentar	IndicPret	1sg			старался	стараться	ImpPast	SgM			
S82:42	pude	poder	IndicPret	1sg	no		удалось	удаться	PerfPast	SgN	не		
S82:43	zafarme	zafarse	Inf	Inf			освободиться	освободиться	PerfInf	Inf			
S82:44	llevaba	llevar	IndicIpfct	3sg			тащившего	тащить	ImpPastAP	NA			
S82:45	voy a romper	romper	IrIndicPresFut	1sg			вытрясу	вытрясти	PerfFut	1sg			
S82:46	mascullaba	mascullar	IndicIpfct	3sg			цедил	цедить	ImpPast	SgM			
S82:47	llevó	llevar	IndicPret	3sg			доволок	доволочь	PerfPast	SgM			
S82:48	abrió	abrir	IndicPret	3sg			открыл	открыть	PerfPast	SgM			
S82:49	lanzó	lanzar	IndicPret	3sg			вышвырнул	вышвырнуть	PerfPast	SgM			
S82:50	se me había caído	caerse	PrfctPast	3sg			выпала	выпасть	PerfPast	SgF			
S82:51	recogió	recoger	IndicPret	3sg			поднял	поднять	PerfPast	SgM			
S82:52	tiró	tirar	IndicPret	3sg			бросил	бросить	PerfPast	SgM			
S82:53	vuelvo	volver	IndicPres	1sg			еще раз	NA	Adverb	NA			
S82:54	ver	ver	Inf	Inf			увижу	увидеть	PerfFut	1sg			
S82:55	me entero	enterarse	IndicPres	1sg			узнаю	узнать	PerfFut	1sg			
S82:56	NA	NA	NA	NA			посмел	посметь	PerfPast	SgM			
S82:57	te has acercado	acercarse	PrfctPres 	2sg			подойти	подойти	PerfInf	Inf			
S82:58	juro	jurar	IndicPres	1sg			клянусь	клясться	ImpPres	1sg			
S82:59	envío	enviar	IndicPres	1sg			упрячу	упрятать	PerfFut	1sg			
S82:60	doy	dar	IndicPres	1sg			изувечу	изувечить	PerfFut	1sg			
S82:61	importarme	importarse	Inf	Inf	sin		плевать	плевать	ImpInf	Inf			
S82:62	tengas	tener	SubjPres	2sg			zero copula	NA	zero copula	NA			
S82:63	dijo	dicer	IndicPret	3sg			бросил	бросить	PerfPast	SgM			
S82:64	estamos	estar	IndicPres	1pl			NA	NA	NA	NA			
S82:65	me incorporé	incorporarse	IndicPret	1sg			поднялся	поднятся	PerfPast	SgM			
S82:66	descubrí	descubrir	IndicPret	1sg			обнаружил	обнаружить	PerfPast	SgM			
S82:67	había desgarrado	desgarrar	PrfctPast	3sg			нанес	нанести	PerfPast	SgM			
S83:1	has entrado	entrar	PrfctPres 	2sg			вошел	войти	PerfPast	SgM			
